year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2013,8,17,21,3.0,40.0,600.0,65.0,31.0,996.9,9.8,0.0,N,1.7,5
2013,8,18,8,7.0,26.0,600.0,31.0,29.4,1005.4,14.8,0.0,NE,2.1,3
2013,8,18,13,3.0,14.0,500.0,112.0,34.0,1003.5,12.9,0.0,WSW,1.1,9
2013,8,18,14,5.0,5.0,500.0,118.0,34.3,1003.0,13.2,0.0,WNW,2.5,3
2013,8,18,16,3.0,4.0,500.0,115.0,33.3,997.7,15.3,0.0,E,2.5,2
2013,8,19,1,3.0,107.0,800.0,14.0,23.5,1006.1,20.2,0.0,N,0.1,7
2013,8,19,2,3.0,4.0,400.0,49.0,22.9,1001.6,13.4,0.0,NW,1.2,2
2013,8,19,3,6.0,110.0,500.0,2.0,21.7,1004.8,18.1,0.0,NE,1.2,0
2013,8,19,5,3.0,63.0,800.0,3.0,22.5,1006.8,16.8,0.0,NNE,0.8,9
2013,8,19,9,3.0,62.0,800.0,26.0,30.3,1004.2,16.0,0.0,ENE,0.4,5
2013,8,19,14,2.0,17.0,500.0,174.0,34.7,1002.3,12.4,0.0,ESE,1.2,11
2013,8,19,20,3.0,42.0,700.0,99.0,29.3,1005.7,15.1,0.0,SW,1.3,7
2013,8,20,2,6.0,52.9674,900.0,1.0,24.2,1006.0,19.9,0.0,NE,1.1,8
2013,8,20,5,10.0,35.0,1400.0,113.0,22.3,1003.9,21.1,0.0,WNW,0.5,11
2013,8,20,21,3.0,62.0,1400.0,73.0,24.1,1003.3,23.8,0.0,NE,0.6,4
2013,8,21,3,2.0,15.3975,1400.0,58.0,23.8,1004.9,22.6,0.0,S,1.1,8
2013,8,21,5,8.0,79.0,1500.0,4.0,24.1,1004.5,23.8,0.1,NE,1.1,3
2013,8,21,11,2.0,52.5568,1500.0,90.0,27.9,1005.2,22.2,0.0,SSE,1.6,8
2013,8,21,15,12.0,21.0,1100.0,222.0,30.9,997.7,18.6,0.0,SSW,2.6,1
2013,8,21,19,34.0,34.0,900.0,154.0,26.8,1003.0,17.6,0.0,SSE,0.6,3
2013,8,21,20,15.708,53.378,800.0,128.0,24.7,1002.2,21.0,0.0,SW,1.4,10
2013,8,21,23,2.0,19.0,900.0,111.0,23.4,999.1,19.3,0.0,NNE,1.3,1
2013,8,21,23,8.0,68.0,1300.0,46.0,22.0,1001.3,21.7,0.0,N,0.0,11
2013,8,22,9,1.0,73.0,1200.0,13.0,25.0,1001.4,20.3,0.0,NW,0.4,1
2013,8,22,17,5.0,114.0,1300.0,14.0,25.4,1003.2,21.9,0.0,WSW,1.3,0
2013,8,22,20,3.0,43.0,1000.0,48.0,23.5,1000.7,23.5,0.0,N,0.8,6
2013,8,22,21,9.0,126.0,1700.0,19.0,23.3,1003.0,22.6,0.0,NW,0.8,11
2013,8,23,0,3.0,78.0,1800.0,2.0,23.9,1005.3,23.0,0.0,NW,1.3,9
2013,8,23,2,4.8552,81.0935,1000.0,1.0,22.4,1004.0,21.7,0.0,N,0.0,10
2013,8,23,5,1.0,26.0,800.0,16.0,22.7,1006.6,19.9,0.0,NNE,1.3,8
2013,8,23,5,5.9976,65.4907,1100.0,1.0,22.1,1004.5,21.3,0.0,NE,1.2,10
2013,8,23,13,13.0,32.0,700.0,102.0,33.8,1004.3,11.0,0.0,ENE,2.2,9
2013,8,23,16,7.0,17.0,500.0,128.0,34.1,1002.9,11.3,0.0,ENE,1.9,7
2013,8,23,16,6.8544,15.3975,400.0,152.0,33.9,1001.2,14.4,0.0,NNE,1.3,10
2013,8,24,0,8.0,121.0,1100.0,12.0,21.6,1003.1,19.7,0.0,WSW,0.4,11
2013,8,24,4,3.0,62.0,600.0,33.0,21.0,1001.3,16.4,0.0,NNW,1.1,1
2013,8,24,5,1.0,5.0,400.0,53.0,21.4,1001.4,15.7,0.0,N,0.8,2
2013,8,24,13,6.0,31.0,500.0,120.0,34.8,1003.5,11.9,0.0,ENE,1.9,0
2013,8,24,14,5.0,15.0,500.0,116.0,34.4,1004.0,11.5,0.0,E,1.9,7
2013,8,24,19,1.0,7.0,100.0,80.0,27.8,999.3,14.1,0.0,N,1.1,2
2013,8,24,19,8.2824,73.4974,700.0,165.0,26.3,1002.8,18.4,0.0,WSW,0.4,10
2013,8,24,21,8.2824,108.3984,900.0,66.0,23.2,1003.4,19.4,0.0,SW,0.0,10
2013,8,25,1,10.0,93.0,1500.0,2.0,22.0,1004.6,19.7,0.0,E,0.5,3
2013,8,25,3,1.0,13.0,400.0,43.0,19.0,999.9,19.0,0.0,WNW,0.0,6
2013,8,25,5,6.2832,110.0408,600.0,1.0,19.4,1003.4,17.0,0.0,E,0.9,10
2013,8,25,15,1.0,18.0,700.0,285.0,34.8,995.3,13.6,0.0,SSE,3.1,1
2013,8,25,16,6.0,21.0,600.0,266.0,32.9,994.9,15.4,0.0,SSE,2.9,6
2013,8,25,19,5.0,19.0,700.0,205.0,30.3,1000.1,17.0,0.0,SSW,2.4,9
2013,8,25,20,5.0,55.0,700.0,134.0,24.6,995.9,20.9,0.0,N,0.9,6
2013,8,25,21,10.2816,58.0999,700.0,120.0,28.0,998.3,19.0,0.0,SSW,2.3,10
2013,8,26,0,2.0,8.0,400.0,108.0,24.7,995.7,16.1,0.0,N,0.7,2
2013,8,26,8,5.0,38.0,700.0,51.0,27.6,998.3,18.9,0.0,E,1.4,6
2013,8,26,8,10.0,67.0,1000.0,50.0,29.0,1003.0,15.9,0.0,NNE,2.5,9
2013,8,26,10,6.0,44.0,700.0,91.0,32.3,1001.4,15.8,0.0,ENE,2.3,4
2013,8,26,13,6.0,27.0,300.0,129.0,34.6,999.3,14.5,0.0,ESE,1.2,0
2013,8,26,14,6.0,25.0,300.0,148.0,34.5,998.9,15.4,0.0,SSE,2.9,0
2013,8,26,14,6.0,5.0,300.0,145.0,34.1,995.4,11.3,0.0,SSE,1.2,1
2013,8,27,0,7.0,15.0,900.0,78.0,23.5,1000.2,19.8,0.0,ESE,3.4,6
2013,8,27,2,14.8512,44.9607,900.0,41.0,23.9,1002.5,20.6,0.0,ESE,1.1,10
2013,8,27,18,18.0,79.0,2200.0,27.0,24.7,1000.3,20.8,0.0,NNE,1.2,4
2013,8,27,21,8.0,35.0,1000.0,87.0,24.6,1001.6,21.5,0.0,ESE,3.9,3
2013,8,28,6,3.0,27.0,1100.0,35.0,21.8,996.7,21.5,0.9,W,0.7,3
2013,8,28,9,4.284,51.325,900.0,51.0,22.4,995.2,22.1,0.0,E,0.8,10
2013,8,28,17,7.0,93.0,2600.0,50.0,26.4,991.7,23.3,0.0,ESE,1.2,11
2013,8,28,21,8.0,124.0,2800.0,1.0,23.4,992.0,22.9,0.0,ENE,0.0,11
2013,8,29,0,5.0,107.0,3000.0,1.0,22.2,995.0,22.0,0.0,ENE,0.2,7
2013,8,29,3,5.0,105.0,2800.0,1.0,22.1,995.0,21.1,0.0,WNW,1.9,7
2013,8,29,10,4.0,18.0,400.0,50.0,26.8,997.3,11.3,0.0,WNW,5.1,4
2013,8,29,19,3.0,25.0,200.0,36.0,22.5,1001.3,11.9,0.0,NE,1.2,0
2013,8,29,19,5.0,10.0,500.0,43.0,21.6,998.0,11.3,0.0,NNE,1.3,2
2013,8,30,12,1.0,5.0,300.0,69.0,25.9,1008.7,7.9,0.0,ENE,0.9,8
2013,8,30,14,1.0,5.0,600.0,74.0,27.0,1007.2,8.9,0.0,NE,1.5,8
2013,8,30,18,5.0,31.0,400.0,74.0,24.2,1006.5,9.0,0.0,E,1.8,7
2013,8,31,1,1.0,61.0,700.0,1.0,16.6,1007.7,14.1,0.0,E,0.5,9
2013,8,31,13,12.0,10.0,300.0,71.0,30.5,1002.0,8.8,0.0,NNW,1.2,1
2013,8,31,18,4.0,18.0,500.0,120.0,26.8,1006.7,7.8,0.0,WSW,1.9,3
2013,8,31,20,5.712000000000001,58.5105,500.0,43.0,21.0,1006.1,13.2,0.0,WNW,0.5,10
2013,8,31,21,1.0,51.0,700.0,1.0,21.2,1009.2,14.1,0.0,NNE,1.7,8
2013,9,1,9,1.0,14.0,600.0,34.0,23.4,1011.3,14.7,0.0,NE,2.3,8
2013,9,1,16,9.0,31.0,700.0,173.0,29.4,1003.9,14.8,0.0,SSW,0.7,5
2013,9,1,17,12.0,53.0,900.0,201.0,27.1,1007.7,13.8,0.0,E,2.3,7
2013,9,1,20,11.0,60.0,1100.0,148.0,24.7,1010.8,15.6,0.0,WSW,2.2,7
2013,9,1,20,12.0,56.0,1100.0,167.0,24.7,1010.8,15.6,0.0,WSW,2.2,9
2013,9,1,23,1.0,13.0,400.0,50.0,17.9,1006.3,15.2,0.0,NW,0.8,6
2013,9,2,0,3.0,40.0,800.0,79.0,18.5,1006.7,16.5,0.0,W,0.5,5
2013,9,2,1,1.0,9.0,400.0,40.0,19.3,1006.4,13.5,0.0,NE,3.0,6
2013,9,2,5,1.0,33.0,500.0,49.0,18.2,1008.7,12.6,0.0,NNE,0.1,5
2013,9,2,7,3.9984,53.5833,400.0,32.0,20.4,1011.8,15.0,0.0,ENE,1.8,10
2013,9,2,10,18.0,38.0,1300.0,83.0,24.4,1010.5,14.2,0.0,ESE,1.7,11
2013,9,3,6,1.0,6.0,1100.0,41.0,19.0,1008.7,16.8,0.0,NW,0.9,2
2013,9,3,7,14.0,75.0,1300.0,14.0,20.4,1013.6,17.4,0.0,NNE,1.3,3
2013,9,3,8,4.0,45.0,800.0,35.0,22.0,1012.4,17.6,0.0,NNE,0.0,0
2013,9,3,8,7.0,49.0,1200.0,45.0,22.0,1012.4,17.6,0.0,NNE,0.0,4
2013,9,3,9,4.0,24.0,700.0,40.0,23.6,1009.0,14.6,0.0,ENE,1.3,6
2013,9,3,13,21.0,38.0,1300.0,172.0,27.6,1011.3,17.2,0.0,S,1.7,7
2013,9,3,16,10.0,11.0,1100.0,224.0,26.9,1010.6,16.8,0.0,SSE,1.8,8
2013,9,4,6,2.0,29.0,800.0,81.0,19.1,1012.8,18.6,0.0,NNE,2.0,7
2013,9,4,12,11.0,53.0,1300.0,68.0,20.5,1012.4,19.5,0.7,WSW,1.2,3
2013,9,4,13,4.5696,50.5038,900.0,69.0,20.0,1009.9,18.5,0.1,SW,0.8,10
2013,9,4,14,8.0,46.0,1300.0,82.0,21.5,1011.2,18.9,0.0,SSW,1.1,3
2013,9,4,15,7.0,41.0,900.0,98.0,22.2,1009.4,18.4,0.0,SW,1.1,4
2013,9,4,22,4.0,48.0,1100.0,59.0,18.2,1010.1,17.7,3.9,NE,1.2,4
2013,9,4,22,4.284,37.3646,900.0,61.0,18.2,1010.1,17.7,3.9,NE,1.2,10
2013,9,5,1,10.0,45.0,700.0,48.0,17.8,1011.1,17.2,2.8,NW,2.0,3
2013,9,5,7,1.0,12.0,400.0,37.0,18.4,1005.9,18.4,0.0,NW,0.6,6
2013,9,5,11,9.7104,32.4374,300.0,50.0,25.8,1008.2,14.3,0.0,ESE,0.5,10
2013,9,5,14,1.0,3.0,400.0,98.0,25.9,1009.2,13.4,0.0,ESE,2.1,8
2013,9,5,20,7.0,18.0,1500.0,62.0,19.1,1012.7,15.6,0.0,SE,2.0,8
2013,9,6,13,9.0,15.0,1000.0,99.0,24.7,1006.3,15.9,0.0,SW,2.1,6
2013,9,6,14,10.0,57.0,1500.0,92.0,25.8,1010.8,14.6,0.0,SW,2.3,3
2013,9,6,18,23.7048,48.8614,1300.0,133.0,22.7,1009.5,17.2,0.0,SSW,1.2,10
2013,9,6,20,6.0,36.0,2000.0,78.0,21.5,1012.2,17.7,0.0,SE,1.0,9
2013,9,6,22,9.0,119.0,2100.0,11.0,19.4,1009.0,17.7,0.0,N,0.0,5
2013,9,7,0,6.0,108.0,2200.0,3.0,18.6,1008.8,17.6,0.0,N,0.0,5
2013,9,7,1,13.0,73.0,2800.0,22.0,18.5,1011.0,17.7,0.0,NE,0.8,4
2013,9,7,12,13.0,32.0,1000.0,126.0,27.1,1012.7,11.2,0.0,NE,1.0,9
2013,9,7,14,8.0,15.0,700.0,152.0,28.7,1009.9,14.1,0.0,NNE,1.1,4
2013,9,7,16,4.0,7.0,500.0,138.0,27.7,1006.4,14.0,0.0,E,2.9,2
2013,9,7,18,4.0,29.0,500.0,132.0,22.6,1011.9,14.2,0.0,SSE,0.7,7
2013,9,7,21,5.0,62.0,1400.0,118.0,19.5,1013.6,17.6,0.0,E,0.6,3
2013,9,7,23,6.0,120.0,1300.0,15.0,19.2,1012.0,17.0,0.0,NE,1.4,0
2013,9,8,4,13.0,131.0,1100.0,5.0,18.5,1013.6,16.5,0.0,NE,0.0,3
2013,9,8,4,8.0,104.0,1200.0,1.0,18.5,1013.6,16.5,0.0,NE,0.0,7
2013,9,8,6,8.0,80.0,1100.0,1.0,18.8,1014.0,16.6,0.0,NE,0.0,9
2013,9,8,10,10.0,24.0,600.0,29.0,22.8,1009.5,16.1,0.0,E,0.7,6
2013,9,8,14,67.0,64.0,1900.0,88.0,24.9,1011.3,19.0,0.0,ENE,1.5,7
2013,9,8,20,24.0,61.0,4200.0,73.0,22.8,1011.4,20.5,0.0,SSE,0.9,3
2013,9,8,22,2.0,5.0,700.0,104.0,18.7,1006.1,17.2,0.1,NNW,1.1,2
2013,9,8,23,10.5672,27.5102,600.0,92.0,18.5,1009.2,17.7,0.0,S,0.4,10
2013,9,9,7,3.0,34.0,1400.0,3.0,18.7,1005.3,18.7,0.0,SSE,0.5,6
2013,9,9,13,9.0,27.0,900.0,113.0,24.7,1003.9,16.1,0.0,S,2.0,5
2013,9,9,23,9.0,37.0,1400.0,38.0,19.6,1003.3,19.6,0.0,N,0.6,6
2013,9,10,3,2.0,45.0,1200.0,1.0,19.3,1008.1,17.6,0.0,NNE,1.0,8
2013,9,10,5,12.0,58.0,1000.0,12.0,18.5,1007.8,18.0,0.0,NNW,0.7,3
2013,9,10,11,4.0,22.0,400.0,53.0,28.0,1008.8,5.5,0.0,WNW,2.9,7
2013,9,10,11,6.0,9.0,600.0,95.0,27.0,1009.5,8.4,0.0,ENE,1.0,8
2013,9,10,14,9.0,14.0,300.0,80.0,29.4,1007.2,2.6,0.0,N,2.5,3
2013,9,10,20,2.0,10.0,300.0,34.0,19.4,1004.6,9.8,0.0,E,0.6,2
2013,9,11,8,3.0,56.0,800.0,8.0,22.0,1008.6,11.1,0.0,SE,0.2,5
2013,9,11,11,39.0,29.0,2000.0,98.0,25.5,1006.2,14.6,0.0,ESE,2.4,1
2013,9,11,17,17.0,41.0,800.0,172.0,27.6,1008.6,15.6,0.0,SSW,2.8,7
2013,9,11,21,8.0,60.0,1100.0,105.0,24.2,1010.2,14.9,0.0,SSW,1.9,3
2013,9,12,6,3.0,52.0,1300.0,1.0,17.4,1005.7,17.4,0.0,WNW,1.2,6
2013,9,12,7,9.0,87.0,1400.0,1.0,19.3,1008.4,17.3,0.0,NE,1.7,0
2013,9,12,8,5.0,40.0,1400.0,2.0,21.8,1005.4,17.0,0.0,ENE,0.5,6
2013,9,12,12,28.0,48.0,1700.0,86.0,25.0,1003.0,17.5,0.0,WNW,1.2,6
2013,9,12,21,19.0,21.0,1300.0,123.0,22.2,1005.7,19.7,0.0,S,1.6,8
2013,9,13,8,1.0,32.0,700.0,25.0,19.7,1004.0,16.9,0.0,SSE,1.5,8
2013,9,13,17,3.0,47.0,900.0,4.0,19.7,995.7,19.2,0.1,ESE,0.0,1
2013,9,14,1,4.0,57.0,1900.0,1.0,19.9,1000.6,19.7,0.0,NNE,1.2,4
2013,9,14,3,1.0,49.0,1200.0,1.0,18.6,997.5,18.1,0.0,N,1.5,2
2013,9,14,7,1.0,52.0,1800.0,2.0,20.1,1004.8,19.8,0.0,NNW,2.1,3
2013,9,14,13,9.0,8.0,400.0,69.0,30.8,999.2,6.6,0.0,WNW,3.7,2
2013,9,14,14,3.0,6.0,300.0,72.0,31.1,998.6,0.4,0.0,WNW,4.5,6
2013,9,14,15,1.0,8.0,200.0,71.0,31.4,998.8,0.7,0.0,NW,3.0,6
2013,9,14,21,2.0,87.0,500.0,12.0,17.6,1008.1,11.8,0.0,SW,0.7,7
2013,9,15,5,1.0,43.0,300.0,19.0,16.3,1011.0,7.5,0.0,NNE,1.2,9
2013,9,15,16,1.0,23.0,800.0,101.0,24.4,1008.4,8.8,0.0,ESE,2.7,3
2013,9,15,17,13.0,38.0,800.0,87.0,23.6,1008.3,8.8,0.0,SSE,1.4,7
2013,9,16,6,9.0,71.0,1000.0,2.0,16.8,1009.3,15.3,0.0,ENE,0.7,7
2013,9,16,19,8.0,63.0,1800.0,51.0,22.1,1006.8,15.7,0.0,SE,1.0,3
2013,9,16,19,25.0,40.0,1800.0,41.0,21.9,1007.3,16.0,0.0,SE,0.9,8
2013,9,16,20,19.0,85.0,1500.0,25.0,20.8,1004.5,17.2,0.0,SSE,0.2,11
2013,9,17,1,2.0,26.0,1100.0,22.0,19.6,1003.5,16.6,0.0,NNW,0.9,2
2013,9,17,16,17.0,41.0,1500.0,61.0,23.1,1006.6,17.8,0.0,ENE,0.6,6
2013,9,17,23,3.0,58.0,1800.0,9.0,18.7,1009.9,18.7,0.0,NNE,0.8,6
2013,9,17,23,2.0,33.0,2500.0,1.0,19.9,1015.1,18.9,0.0,NNE,0.8,8
2013,9,18,8,14.0,52.0,2400.0,1.0,20.2,1015.6,20.0,0.0,ESE,0.7,0
2013,9,18,8,17.9928,59.1264,2400.0,1.0,20.2,1015.6,20.0,0.0,ESE,0.7,10
2013,9,18,11,22.0,70.0,3500.0,1.0,21.1,1014.9,20.9,0.0,SE,1.1,0
2013,9,18,11,8.0,80.0,4700.0,2.0,21.0,1012.8,20.2,0.1,N,0.5,5
2013,9,18,19,19.0,62.0,1200.0,61.0,22.1,1011.5,19.8,0.0,ESE,1.3,0
2013,9,19,1,10.0,28.0,1700.0,37.0,20.7,1006.3,18.3,0.0,SE,1.1,2
2013,9,19,11,8.0,55.0,2500.0,27.0,23.0,1009.0,20.0,0.0,SW,0.5,3
2013,9,19,12,27.0,87.0,2600.0,15.0,24.8,1008.3,20.3,0.0,S,1.8,7
2013,9,19,17,16.0,32.0,1500.0,135.0,24.0,1007.2,20.9,0.0,WSW,1.8,9
2013,9,19,23,2.0,45.0,2000.0,11.0,19.5,1005.5,19.5,0.0,NW,0.8,6
2013,9,20,2,1.0,67.0,2000.0,6.0,19.1,1010.8,18.9,0.0,NNE,0.8,3
2013,9,20,3,2.0,78.0,1899.0,1.0,19.2,1010.6,19.0,0.0,N,1.2,7
2013,9,20,16,1.0,20.0,400.0,108.0,23.1,1007.3,14.4,0.0,E,0.2,11
2013,9,20,20,2.0,68.0,600.0,35.0,19.7,1009.7,16.3,0.0,WSW,0.5,4
2013,9,20,22,5.0,145.0,1200.0,1.0,20.3,1011.4,18.2,0.0,ENE,1.3,7
2013,9,20,23,8.0,94.0,1000.0,1.0,19.8,1009.8,15.6,0.0,SE,0.8,0
2013,9,21,0,7.0,140.0,1700.0,1.0,19.8,1011.5,17.8,0.0,NNE,1.1,7
2013,9,21,6,1.0,22.0,500.0,5.0,18.7,1013.2,14.8,0.0,NNE,1.1,8
2013,9,21,10,9.0,62.0,700.0,24.0,25.4,1012.5,15.4,0.0,SSE,0.7,7
2013,9,21,11,3.0,43.0,500.0,84.0,26.7,1006.9,15.4,0.0,ENE,0.9,1
2013,9,22,12,4.0,61.0,1000.0,1.0,20.2,1006.5,17.4,0.0,NNW,0.4,2
2013,9,22,14,6.0,115.0,1400.0,3.0,22.7,1009.8,17.2,0.0,ENE,1.6,9
2013,9,22,16,28.0,42.0,3300.0,38.0,22.3,1010.8,17.2,0.0,SW,0.5,8
2013,9,22,21,8.0,82.0,1000.0,1.0,20.1,1007.0,16.7,0.0,N,0.0,5
2013,9,23,0,1.0,104.0,3200.0,5.0,20.5,1009.7,19.3,0.0,SE,0.6,3
2013,9,23,3,4.0,80.0,900.0,1.0,18.6,1009.1,18.1,10.9,N,1.4,4
2013,9,23,5,6.0,45.0,1300.0,19.0,17.4,1012.3,12.9,0.1,NW,5.5,7
2013,9,23,7,1.0,28.0,500.0,28.0,15.6,1010.1,11.4,0.2,NNE,0.5,5
2013,9,23,10,2.0,39.0,300.0,21.0,16.9,1015.3,5.5,0.1,NNW,3.9,7
2013,9,23,13,5.0,31.0,500.0,17.0,17.4,1015.1,5.7,0.0,NW,3.1,9
2013,9,24,1,6.0,37.0,900.0,1.0,9.6,1016.0,8.0,0.0,NE,1.1,11
2013,9,24,2,1.0,39.0,100.0,1.0,10.5,1017.2,7.2,0.0,NE,1.3,4
2013,9,24,6,8.0,32.0,100.0,10.0,11.7,1018.7,4.9,0.0,NE,1.3,4
2013,9,24,6,16.0,28.0,400.0,13.0,13.2,1017.6,4.3,0.0,ENE,1.2,11
2013,9,24,10,14.28,43.113,400.0,8.0,17.8,1018.1,2.5,0.0,NE,1.9,10
2013,9,24,14,1.0,11.0,200.0,65.0,20.9,1010.4,1.2,0.0,ENE,0.9,6
2013,9,24,15,1.0,20.0,100.0,57.0,22.8,1013.6,1.7,0.0,NNW,1.0,4
2013,9,24,17,4.0,12.0,400.0,66.0,19.7,1015.4,-2.0,0.0,W,1.3,3
2013,9,25,9,16.0,19.0,400.0,38.0,20.0,1014.2,-0.1,0.0,S,1.7,2
2013,9,25,13,5.0,18.0,200.0,66.0,24.9,1009.7,-3.5,0.0,WNW,3.3,1
2013,9,25,13,1.0,28.0,200.0,67.0,24.5,1013.5,-0.7,0.0,W,2.5,4
2013,9,25,16,2.0,25.0,200.0,73.0,22.7,1011.5,3.2,0.0,SW,3.4,0
2013,9,25,20,3.0,75.0,600.0,20.0,12.8,1009.5,7.0,0.0,NW,0.9,6
2013,9,25,22,7.14,93.8221,600.0,1.0,13.0,1012.8,6.8,0.0,NE,1.2,10
2013,9,26,1,2.0,73.0,1100.0,1.0,9.9,1014.4,7.5,0.0,E,0.8,9
2013,9,26,3,1.0,33.0,400.0,10.0,7.5,1009.6,7.5,0.0,W,0.9,6
2013,9,26,4,4.0,68.0,400.0,1.0,9.0,1012.5,7.1,0.0,ENE,0.8,4
2013,9,26,15,66.0,28.0,2100.0,115.0,23.8,1011.0,5.6,0.0,SSW,1.8,8
2013,9,26,16,19.0,40.0,700.0,120.0,23.6,1007.3,6.4,0.0,SW,1.8,11
2013,9,26,19,26.0,99.0,600.0,27.0,14.4,1008.7,10.4,0.0,ENE,0.0,0
2013,9,26,21,7.0,54.0,1400.0,39.0,13.2,1005.8,10.2,0.0,WNW,1.1,6
2013,9,26,22,6.0,98.0,1600.0,1.0,14.1,1008.5,10.5,0.0,NE,1.0,4
2013,9,26,23,8.0,45.0,1000.0,47.0,13.1,1005.0,8.6,0.0,N,0.5,1
2013,9,27,1,17.0,135.0,2500.0,1.0,11.2,1009.3,10.4,0.0,ESE,0.6,7
2013,9,27,5,1.0,37.0,1600.0,1.0,10.8,1009.7,9.4,0.0,NNE,1.2,8
2013,9,27,7,3.0,66.0,1400.0,2.0,14.5,1005.8,10.1,0.0,NNE,0.5,5
2013,9,27,12,24.0,139.0,1700.0,44.0,23.1,1005.0,11.8,0.0,WSW,1.7,4
2013,9,27,18,24.0,62.0,1600.0,172.0,18.5,1002.1,12.7,0.0,W,0.0,5
2013,9,27,21,37.0,140.0,2000.0,59.0,14.8,1005.1,14.0,0.0,E,0.8,4
2013,9,28,3,17.0,99.0,1200.0,27.0,13.9,1006.3,9.3,0.0,SE,1.1,7
2013,9,28,4,3.0,21.0,1700.0,56.0,12.6,1001.8,11.3,0.0,NNW,1.2,2
2013,9,28,13,24.0,99.0,1700.0,60.0,20.1,1004.8,12.8,0.0,ENE,0.6,4
2013,9,28,23,3.0,44.0,1400.0,29.0,14.9,1010.4,12.8,0.0,NNE,1.0,8
2013,9,29,2,5.0,75.0,1500.0,25.0,14.6,1008.7,13.5,0.0,NE,0.8,4
2013,9,29,2,8.0,140.0,2000.0,1.0,14.6,1007.7,13.3,0.0,NE,0.6,11
2013,9,29,5,6.0,35.0,1500.0,46.0,14.6,1008.3,13.5,0.0,N,0.0,5
2013,9,29,6,7.0,78.0,1300.0,25.0,15.8,1011.2,14.2,0.0,NNE,0.5,4
2013,9,29,7,5.0,93.0,1800.0,6.0,16.2,1010.0,14.0,0.0,NNW,0.5,5
2013,9,29,7,11.9952,117.021,1700.0,1.0,16.2,1012.2,14.4,0.0,E,0.6,10
2013,9,29,12,12.0,105.0,1700.0,4.0,18.5,1013.0,15.0,0.0,NNE,1.3,4
2013,9,29,14,29.0,85.0,1900.0,54.0,19.6,1011.4,14.8,0.0,NNE,1.1,11
2013,9,29,17,19.0,53.0,1200.0,38.0,18.6,1009.5,15.3,0.0,NNW,0.4,1
2013,9,29,17,25.0,97.0,1800.0,38.0,19.1,1014.1,15.0,0.0,NNE,0.8,9
2013,9,29,20,25.0,107.0,2000.0,22.0,18.3,1015.7,15.4,0.0,NE,0.5,9
2013,9,30,9,17.0,71.0,1200.0,1.0,20.0,1015.9,17.2,0.0,SSE,1.3,7
2013,9,30,11,22.0,74.0,1800.0,25.0,19.9,1012.9,17.1,0.0,SSW,1.2,11
2013,9,30,12,24.0,61.0,1600.0,40.0,21.1,1012.8,17.1,0.0,S,1.3,4
2013,9,30,21,16.0,99.0,2100.0,1.0,17.2,1012.4,16.7,0.0,W,0.0,4
2013,9,30,22,10.0,93.0,2900.0,3.0,17.3,1009.9,16.2,0.0,N,0.0,5
2013,9,30,23,10.0,87.0,2400.0,2.0,17.4,1009.4,16.3,0.0,N,0.0,5
2013,10,1,1,16.8504,98.7493,2000.0,1.0,17.5,1011.0,16.7,0.0,NE,1.0,10
2013,10,1,3,9.0,71.0,1800.0,1.0,17.6,1010.0,16.8,0.0,NE,1.2,4
2013,10,1,4,16.0,76.0,1500.0,1.0,17.5,1010.1,16.9,0.0,N,0.7,0
2013,10,2,0,1.0,56.0,700.0,4.0,13.2,1015.5,12.7,0.0,ENE,0.8,11
2013,10,2,6,4.0,38.0,300.0,26.0,12.2,1019.8,6.0,0.0,E,0.5,9
2013,10,2,7,8.0,32.0,200.0,29.0,16.5,1018.8,4.8,0.0,NNE,1.2,4
2013,10,2,15,3.0,21.0,200.0,74.0,23.0,1013.3,4.0,0.0,SW,2.2,0
2013,10,2,16,10.0,44.7554,400.0,79.0,21.7,1012.4,4.7,0.0,SW,2.5,10
2013,10,2,20,9.0,73.0,600.0,25.0,16.8,1012.0,6.0,0.0,WSW,2.4,11
2013,10,2,21,2.0,76.0,700.0,13.0,13.9,1010.5,6.5,0.0,WNW,0.4,5
2013,10,2,22,14.0,95.0539,600.0,3.0,11.1,1012.7,8.0,0.0,E,0.5,10
2013,10,3,8,15.0,63.2324,800.0,1.0,15.4,1015.5,8.8,0.0,NE,1.7,10
2013,10,3,10,28.0,29.0,1300.0,26.0,18.4,1017.0,8.1,0.0,ESE,2.2,8
2013,10,4,7,17.0,69.5967,1400.0,1.0,15.0,1009.5,12.7,0.0,NE,1.0,10
2013,10,4,13,96.0,94.0,3000.0,48.0,22.0,1006.8,13.1,0.0,SW,2.3,0
2013,10,4,15,53.0,37.0,2800.0,113.0,20.9,1009.1,13.8,0.0,SSE,1.7,8
2013,10,4,21,8.0,45.0,3000.0,37.0,14.8,1006.4,13.0,0.0,WNW,0.8,6
2013,10,5,6,2.0,69.0,2600.0,2.0,13.4,1010.7,12.8,0.0,N,0.0,5
2013,10,5,7,5.0,82.0,2800.0,10.0,14.4,1015.1,14.2,0.0,E,0.4,7
2013,10,5,12,53.0,106.0,2100.0,34.0,21.9,1014.2,14.3,0.0,ESE,1.2,0
2013,10,5,15,49.0,25.0,2200.0,82.0,22.8,1011.3,14.1,0.0,SW,0.7,6
