year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2016,11,13,8,6.0,66.0,1900.0,2.0,7.2,1015.6,3.4,0.0,NE,0.5,11
2013,9,1,23,5.0,49.0,700.0,102.0,19.5,1010.8,18.5,0.0,E,0.7,7
2013,8,6,2,22.5624,64.2589,600.0,37.0,25.1,993.1,23.5,0.0,SW,0.7,10
2014,12,15,16,2.0,9.0,300.0,62.0,0.0,1027.0,-20.3,0.0,NW,7.3,3
2013,8,13,4,3.0,8.0,800.0,17.0,25.8,997.1,23.5,0.0,E,1.5,2
2013,4,20,10,20.0,50.0,900.0,25.0,11.4,1015.8,1.3,0.0,SSE,1.9,11
2016,3,10,6,5.0,28.0,400.0,41.0,-1.8,1029.2,-22.4,0.0,NW,1.3,3
2013,11,28,22,10.0,32.0,800.0,33.0,3.1,1016.1,-13.7,0.0,E,0.5,5
2015,12,30,15,4.0,25.0,600.0,67.0,5.2,1026.1,-10.6,0.0,NW,4.8,9
2016,7,16,2,2.0,46.0,600.0,43.0,21.5,998.3,17.3,0.0,NNE,1.7,9
2015,4,19,1,7.0,46.0,600.0,24.0,16.1,1008.8,8.8,0.0,S,1.1,8
2014,4,17,15,13.0,15.0,1100.0,144.0,16.8,1003.2,8.2,0.0,SE,1.6,2
2013,8,27,11,20.0,62.0,2300.0,22.0,25.1,1004.4,21.2,0.0,ESE,2.0,3
2014,11,6,22,15.0,70.0,1000.0,11.0,2.8,1018.0,-1.0,0.0,WSW,1.4,4
2014,6,3,21,11.0,40.0,1100.0,159.0,23.9,999.2,14.0,0.0,ESE,1.6,6
2013,4,25,20,3.0,47.0,600.0,63.0,14.3,1009.3,-6.6,0.0,NE,0.1,3
2016,12,15,16,2.0,20.0,200.0,60.0,4.6,1029.2,-17.7,0.0,NW,3.6,4
2016,6,15,12,2.0,26.0,400.0,105.0,29.9,996.1,11.9,0.0,E,1.4,10
2013,3,24,18,14.0,98.0,600.0,58.0,6.9,1013.1,-10.8,0.0,SW,4.0,10
2016,9,20,20,2.0,69.0,700.0,42.0,19.4,1010.1,10.1,0.0,NE,1.2,1
2014,12,28,12,34.0,49.0,800.0,45.0,7.0,1014.0,-12.8,0.0,WNW,2.5,9
2013,6,10,14,6.0,22.0,400.0,98.0,25.8,1007.3,11.5,0.0,ESE,1.2,7
2016,11,14,13,2.0,7.0,100.0,67.0,12.9,1019.2,-18.1,0.0,NNW,2.3,8
2013,5,14,3,3.0,31.0,200.0,62.0,20.1,997.2,-2.9,0.0,N,3.4,1
2013,8,1,0,3.0,29.0,700.0,80.0,21.8,994.1,21.0,0.0,NNE,1.2,5
2013,5,3,0,56.0,34.0,1100.0,82.0,15.1,1012.1,6.4,0.0,SE,1.8,8
2016,8,22,6,5.0,37.0,1100.0,65.0,24.3,1008.6,22.0,0.0,NE,1.2,4
2016,9,29,12,11.0,69.0,700.0,56.0,19.9,1015.6,2.7,0.0,S,3.2,3
2014,11,12,13,2.0,7.0,200.0,70.0,6.0,1020.0,-19.6,0.0,NW,6.1,9
2013,7,11,3,3.0,47.0,700.0,8.0,23.0,1001.8,21.4,0.0,NE,0.0,7
2015,5,1,21,2.0,39.0,700.0,35.0,14.7,1007.5,13.1,0.6,WNW,1.5,3
2016,6,18,13,4.0,15.0,500.0,188.0,31.7,995.5,15.2,0.0,SW,2.7,6
2014,9,4,2,2.0,18.0,300.0,31.0,17.5,996.9,12.8,0.0,N,1.4,2
2016,9,4,20,6.0,36.0,700.0,143.0,27.3,1005.4,17.8,0.0,S,1.2,7
2016,2,19,16,2.0,5.0,200.0,87.0,5.1,1025.0,-21.1,0.0,NNW,3.7,0
2015,3,4,22,15.0,56.0,900.0,54.0,2.3,1024.1,-21.0,0.0,SW,2.5,0
2013,11,16,3,25.0,80.0,1400.0,3.4272,11.6,1007.0,-5.9,0.0,W,5.1,5
2014,8,13,23,2.0,51.0,800.0,33.0,18.6,1001.7,18.3,0.0,N,0.0,5
2016,3,14,17,10.0,21.0,500.0,102.0,15.1,1011.1,-16.4,0.0,S,2.7,5
2015,10,19,13,10.0,53.0,800.0,51.0,17.7,1010.6,6.8,0.0,S,1.2,0
2016,12,28,19,6.0,39.0,500.0,39.0,0.5,1031.1,-19.9,0.0,NW,3.0,0
2015,3,5,5,2.0,13.0,900.0,35.0,-7.2,1018.3,-14.3,0.0,NW,1.2,6
2014,5,25,22,2.0,20.0,200.0,89.0,21.1,997.0,-1.5,0.0,NW,1.7,1
2015,1,5,14,19.0,17.0,500.0,57.0,10.0,1013.0,-14.0,0.0,NW,2.3,11
2015,10,22,5,2.0,31.0,500.0,22.0,9.0,1018.1,7.8,1.3,NNW,0.9,5
2016,7,31,12,2.0,41.0,100.0,63.0,28.1,1003.4,23.0,0.0,ENE,1.4,10
2014,5,6,5,7.0,98.0,800.0,2.0,10.4,1004.1,-0.7,0.0,NNE,0.8,5
2014,8,24,14,2.0,7.0,300.0,110.0,30.3,996.7,13.1,0.0,E,2.2,6
2014,7,14,20,7.0,49.0,400.0,164.0,30.1,996.0,11.6,0.0,NE,2.1,0
2015,6,30,11,2.0,3.0,100.0,64.0,20.3,996.5,15.1,0.0,NW,1.5,2
2016,5,15,8,2.0,52.0,800.0,7.0,15.8,1010.9,6.0,0.0,WNW,1.9,9
2015,10,24,23,6.0,69.0,200.0,2.0,12.4,1023.7,5.1,0.0,SW,1.1,10
2013,9,14,23,1.0,66.0,400.0,4.0,17.8,1003.8,6.9,0.0,N,0.0,1
2015,4,26,5,4.0,51.0,400.0,54.0,14.5,1002.0,2.4,0.0,NNW,1.6,2
2017,1,30,11,5.0,13.0,400.0,65.0,-1.6,1035.6,-24.9,0.0,N,2.0,7
2015,10,31,20,2.0,59.0,900.0,16.0,5.5,1019.7,-1.4,0.0,WNW,0.4,6
2014,9,8,16,4.0,12.0,300.0,106.0,27.8,1003.9,5.4,0.0,SSE,1.7,3
2015,4,6,4,2.0,9.0,200.0,71.0,5.5,1021.2,-12.1,0.0,NNE,2.1,5
2016,10,7,14,2.0,30.0,1500.0,13.0,13.1,1007.5,12.2,0.0,SE,1.2,2
2017,2,8,17,4.0,8.0,300.0,89.0,1.9,1024.5,-20.0,0.0,NW,5.0,10
2014,3,17,15,7.0,8.0,300.0,89.0,20.5,1004.6,-6.2,0.0,WNW,6.0,11
2016,11,21,21,2.0,2.0,300.0,72.0,-4.2,1029.3,-17.8,0.0,NW,2.9,2
2014,3,18,22,18.0,56.0,800.0,55.0,7.0,1012.9,-6.7,0.0,ENE,0.7,6
2016,12,9,6,9.0,28.0,400.0,46.0,0.8,1024.1,-13.0,0.0,N,1.4,9
2014,12,20,16,18.0,7.0,400.0,54.0,1.2,1022.0,-20.6,0.0,W,4.1,2
2015,2,8,7,25.0,35.0,500.0,31.0,-7.0,1030.0,-25.2,0.0,NNE,1.5,10
2015,4,16,11,2.0,8.0,300.0,96.0,17.2,1006.4,-12.5,0.0,NNW,3.4,5
2015,3,21,4,5.0,19.0,200.0,66.0,13.2,1012.0,-17.8,0.0,NW,3.2,7
2016,7,12,16,2.0,16.0,400.0,93.0,28.5,995.1,21.8,0.0,NNE,1.8,10
2014,3,30,10,2.0,19.0,300.0,74.0,21.6,1013.3,-4.5,0.0,N,1.9,8
2014,5,5,18,4.0,26.0,300.0,115.0,18.6,1007.9,-4.8,0.0,WSW,2.0,11
2016,2,20,18,6.0,14.0,500.0,72.0,2.3,1018.6,-22.5,0.0,SSW,2.0,5
2015,9,8,8,3.0,95.0,1100.0,7.0,20.5,1011.3,16.7,0.0,ENE,1.1,4
2016,7,12,3,9.0,22.0,600.0,88.0,30.5,993.2,21.0,0.0,SW,2.5,7
2016,2,3,16,24.0,46.0,900.0,45.0,7.0,1021.7,-19.6,0.0,W,2.4,11
2015,10,22,18,2.0,47.0,600.0,18.0,10.6,1014.6,6.9,0.0,SE,0.1,5
2014,6,3,7,5.0,27.0,400.0,88.0,24.4,1000.4,11.4,0.0,NNW,1.4,1
2014,3,13,20,4.0,17.0,400.0,69.0,11.4,1009.5,-20.5,0.0,WNW,5.5,1
2014,3,21,13,7.0,38.0,500.0,72.0,20.3,1012.5,-5.6,0.0,SW,2.8,0
2013,7,24,8,15.0,50.0,800.0,45.0,29.6,995.9,20.2,0.0,WSW,1.1,4
2014,8,13,12,2.0,39.0,900.0,93.0,19.2,1005.2,18.0,3.3,ENE,1.4,7
2014,4,5,4,13.0,68.0,600.0,15.0,5.6,1017.1,-3.5,0.0,SW,0.7,11
2013,4,24,9,10.0,29.0,700.0,27.0,15.4,1001.8,5.3,0.0,ESE,1.8,6
2014,9,21,8,28.0,69.0,2500.0,18.0,20.0,1014.2,13.0,0.0,ESE,1.3,3
2014,12,4,10,5.0,14.0,400.0,63.0,-0.9,1017.0,-23.6,0.0,WNW,4.7,5
2013,8,30,10,1.0,15.0,400.0,52.0,24.6,1006.0,7.3,0.0,N,2.6,5
2014,7,10,14,3.0,11.0,300.0,140.0,33.3,989.9,15.3,0.0,NNE,1.3,6
2014,8,9,23,2.0,10.0,500.0,137.0,19.6,995.9,18.3,0.0,SW,1.0,6
2013,12,11,8,28.0,44.0,800.0,7.0,1.2,1012.1,-15.8,0.0,NW,3.3,1
2015,5,14,19,2.0,45.0,400.0,113.0,24.1,1003.0,4.4,0.0,WSW,1.1,9
2015,8,2,9,2.0,36.0,1300.0,27.0,24.5,996.2,23.6,0.0,SSE,1.5,5
2015,9,5,15,2.0,6.0,500.0,111.0,17.3,1002.5,16.2,0.9,WNW,1.5,2
2015,10,10,6,3.0,11.0,300.0,29.0,9.7,1012.4,-4.3,0.0,WNW,3.9,3
2014,3,21,23,15.0,64.0,600.0,31.0,9.7,1009.9,3.0,0.0,NW,0.9,0
2014,8,31,17,2.0,18.0,900.0,151.0,23.2,1007.9,19.8,0.0,ENE,2.3,9
2015,7,12,3,10.0,56.0,900.0,41.0,26.4,999.4,20.3,0.0,SW,1.0,4
2014,6,18,7,2.0,47.0,700.0,47.0,21.1,1000.5,17.1,0.0,NNE,1.6,7
2016,6,25,10,2.0,16.0,300.0,94.0,32.3,1004.0,7.9,0.0,WNW,3.2,11
2017,1,27,18,22.0,26.0,800.0,56.0,1.3,1016.0,-17.1,0.0,SE,2.1,5
2015,9,8,18,16.0,32.0,700.0,185.0,25.0,1010.6,13.5,0.0,SSE,0.9,9
2015,2,4,21,2.0,14.0,300.0,69.0,2.0,1028.0,-15.5,0.0,NNW,4.8,3
2016,10,25,15,7.0,103.0,1300.0,17.0,17.7,1008.4,8.8,0.0,S,1.8,8
2017,2,13,21,20.0,81.0,1400.0,9.0,5.3,1024.3,-12.7,0.0,ENE,0.8,1
2017,2,6,11,21.0,47.0,1100.0,31.0,2.6,1024.9,-15.0,0.0,SSE,2.2,1
2013,6,11,18,3.0,35.0,500.0,73.0,22.2,1002.7,11.3,0.0,S,1.9,7
2014,7,29,23,2.0,15.0,700.0,181.0,24.9,995.0,21.8,0.0,E,2.1,2
2014,8,22,17,4.0,37.0,800.0,132.0,25.9,997.0,19.8,0.0,W,1.1,6
2016,6,5,11,31.0,41.0,1300.0,116.0,26.4,1006.6,14.5,0.0,SW,1.3,7
2013,7,16,6,3.0,12.0,800.0,2.0,23.9,989.7,23.0,0.0,SSW,0.8,6
2015,6,2,11,2.0,7.0,200.0,75.0,28.7,1001.1,-0.5,0.0,NW,5.5,1
2014,1,4,2,18.0,28.0,800.0,4.0,-1.2,1022.1,-5.8,0.0,ESE,1.5,8
2015,6,10,1,4.0,8.0,800.0,46.0,18.7,994.1,17.2,0.0,WSW,2.5,6
2014,8,11,0,3.0,30.0,600.0,108.0,25.0,1000.6,19.4,0.0,NE,1.6,8
2013,3,13,1,8.0,8.0,400.0,74.0,2.5,1021.7,-11.1,0.0,NNE,2.0,8
2013,6,19,21,9.0,57.0,1200.0,191.0,29.1,999.0,13.7,0.0,SW,1.1,7
2014,5,17,21,5.0,11.0,500.0,154.0,21.2,1003.4,9.1,0.0,NE,1.1,2
2013,8,5,20,3.0,21.0,400.0,134.0,27.7,994.1,22.6,0.0,SSW,1.1,9
2015,7,12,21,2.0,86.0,1000.0,88.0,28.4,989.5,23.3,0.0,NE,0.1,5
2016,10,30,14,17.0,71.0,1100.0,6.0,10.2,1020.0,1.3,0.0,NE,1.7,4
2016,7,10,21,5.0,29.0,700.0,130.0,33.1,997.4,19.6,0.0,SSW,3.4,3
2015,9,3,22,2.0,15.0,700.0,98.0,24.9,1010.4,18.3,0.0,SE,2.4,8
2014,12,23,18,54.0,115.0,3000.0,4.0,1.0,1018.0,-14.3,0.0,ENE,0.1,3
2016,10,4,8,5.0,30.0,1400.0,2.0,15.2,1007.4,13.2,0.1,W,2.4,6
2016,6,17,16,2.0,4.0,100.0,88.0,28.5,990.6,14.3,0.0,SE,2.1,2
2014,4,7,3,13.0,25.0,700.0,61.0,10.6,1004.6,-4.3,0.0,NNW,1.4,1
2013,11,28,17,8.0,35.0,600.0,32.0,3.8,1020.3,-17.2,0.0,WNW,1.6,8
2014,4,24,0,9.0,33.0,800.0,104.0,18.2,1006.0,11.0,0.0,SW,2.5,11
2013,10,4,6,3.0,17.0,800.0,29.0,13.7,1005.6,12.3,0.0,WNW,0.8,6
2016,11,16,4,6.0,60.0,1600.0,2.0,1.9,1011.6,-3.4,0.0,NNW,1.0,1
2016,7,10,23,5.0,25.0,600.0,102.0,31.9,997.9,21.1,0.0,SW,2.9,4
2014,6,21,10,10.0,36.0,1500.0,62.0,24.4,1005.4,17.4,0.0,W,1.0,3
2015,1,31,6,45.0,21.0,600.0,46.0,-6.0,1027.0,-23.4,0.0,NNW,1.9,1
2014,7,10,13,8.0,21.0,400.0,146.0,35.9,994.7,12.2,0.0,ESE,1.6,3
2013,8,2,0,3.0,67.0,1000.0,3.0,22.1,997.3,21.1,0.0,NNE,0.4,5
2015,5,27,5,4.0,20.0,700.0,75.0,20.1,996.1,13.3,0.0,NNW,1.3,2
2013,11,7,6,4.0,22.0,400.0,42.6258,3.9,1014.7,-6.7,0.0,SW,0.9,5
2016,10,8,0,2.0,24.0,400.0,28.0,15.1,1015.1,-1.1,0.0,WNW,2.8,11
2016,4,20,13,4.0,15.0,500.0,114.0,25.9,1002.4,1.2,0.0,ESE,2.0,2
2017,1,19,20,3.0,9.0,400.0,57.0,-6.25,1024.25,-24.7,0.0,NW,7.5,5
2016,11,20,20,2.0,29.0,800.0,13.0,2.2,1017.0,1.8,0.6,SSW,1.1,1
2013,11,24,11,14.0,28.5367,500.0,23.0,9.7,1011.2,-11.0,0.0,WNW,4.3,7
2013,10,9,6,3.0,42.0,1100.0,16.0,11.6,1004.1,10.5,0.0,W,0.9,6
2013,7,31,7,7.0,50.0,300.0,33.0,24.0,994.8,21.9,0.0,SW,1.5,4
2015,2,12,18,13.0,51.0,700.0,50.0,4.0,1015.0,-13.4,0.0,ESE,1.3,8
2015,12,18,2,30.0,36.0,700.0,24.0,0.5,1021.2,-13.2,0.0,N,1.9,2
2015,10,28,15,5.0,13.0,300.0,81.0,14.9,1017.0,-7.9,0.0,NW,3.7,0
2013,8,31,2,7.0,40.0,300.0,22.0,17.7,1003.2,11.0,0.0,N,0.5,1
2015,5,14,1,2.0,5.0,200.0,80.0,20.4,994.9,0.2,0.0,NNW,2.2,1
2013,5,13,8,60.0,93.0,1300.0,7.0686,21.3,998.8,4.4,0.0,N,1.3,10
2014,8,29,5,3.0,23.0,900.0,99.0,18.8,1011.4,17.8,0.0,E,0.2,3
2015,12,2,10,10.0,28.0,400.0,20.0,3.0,1017.3,-11.7,0.0,WNW,3.5,8
2015,4,7,15,2.0,24.0,300.0,87.0,12.6,1023.9,-14.3,0.0,SW,3.0,7
2015,10,30,23,9.0,89.0,1600.0,6.0,3.6,1028.2,-0.2,0.0,SE,0.7,0
2017,1,21,11,5.0,13.0,300.0,67.0,-1.06,1027.0,-22.3,0.0,NW,5.7,7
2017,1,26,22,2.0,2.0,200.0,91.0,0.125,1023.0,-16.6,0.0,NW,2.1,2
2014,12,1,23,8.0,31.0,400.0,41.0,-6.0,1026.0,-24.9,0.0,NNE,3.2,7
2014,8,14,13,6.0,56.0,900.0,119.0,29.1,1002.6,17.6,0.0,SSE,2.1,3
2014,6,19,21,4.0,19.0,600.0,119.0,23.6,1002.7,17.6,0.0,SSE,1.5,8
2017,2,6,6,2.0,18.0,200.0,68.0,-1.9,1022.0,-15.5,0.0,NE,4.3,6
2016,7,18,23,4.0,68.0,1200.0,76.0,24.6,1003.2,22.3,0.0,ENE,0.9,7
2016,1,25,18,37.0,94.0,1600.0,9.0,-0.1,1022.9,-23.0,0.0,WNW,1.8,4
2013,8,14,16,11.0,16.0,500.0,180.0,31.9,997.6,26.2,0.0,SSW,2.3,4
2016,9,10,23,3.0,80.0,500.0,35.0,24.5,1006.6,16.2,0.0,ESE,2.0,0
2013,9,21,20,2.0,22.0,300.0,98.0,20.4,1006.8,16.0,0.0,NNE,0.7,2
2014,4,19,4,16.0,71.0,1100.0,55.0,13.6,1013.2,2.5,0.0,S,0.6,5
2014,8,26,18,2.0,38.0,400.0,186.0,29.0,1005.7,10.6,0.0,W,1.1,4
2014,6,16,15,5.0,21.0,700.0,217.0,29.8,990.9,18.6,0.0,SE,1.8,1
2017,2,17,22,16.0,48.0,1000.0,29.0,0.1,1017.9,-16.3,0.0,NE,1.2,1
2016,3,27,23,9.0,96.0,600.0,16.0,14.8,1009.1,-9.3,0.0,SW,2.3,10
2013,5,9,10,9.0,53.0,600.0,21.0,17.2,1002.1,10.1,0.0,ESE,2.1,2
2014,10,13,7,10.0,47.0,200.0,16.0,11.3,1024.1,-4.8,0.0,N,1.4,11
2014,6,8,16,2.0,18.0,300.0,104.0,22.3,998.7,13.1,0.0,SSE,1.5,8
2015,8,25,8,2.0,34.0,500.0,21.0,23.5,1006.0,17.7,0.0,NE,1.1,10
2016,9,11,9,2.0,29.0,700.0,61.0,21.6,1006.9,17.0,0.0,NE,2.2,5
2015,8,10,1,2.0,85.0,1200.0,36.0,25.1,1005.9,23.0,0.0,SE,0.7,4
2015,3,11,23,28.0,70.0,800.0,26.0,4.5,1016.7,-16.6,0.0,SE,1.8,8
2014,8,7,13,8.0,19.0,800.0,208.0,32.2,1004.6,12.9,0.0,SSE,2.6,8
2015,7,20,3,2.0,36.0,900.0,11.0,22.8,1003.9,22.0,0.1,E,1.4,9
2016,9,20,0,2.0,9.0,300.0,27.0,15.9,1011.8,10.4,0.0,ENE,1.3,2
2016,1,25,13,8.0,17.0,300.0,65.0,0.9,1025.0,-25.4,0.0,NNW,3.2,3
2013,8,3,1,8.0,40.0,200.0,60.0,22.5,1000.4,19.1,0.0,N,0.9,4
2015,10,29,4,2.0,16.0,200.0,45.0,6.4,1022.3,-11.8,0.0,NNE,1.7,7
2016,12,16,8,4.0,49.0,700.0,6.0,-7.7,1020.1,-12.8,0.0,NW,1.0,6
2014,9,19,7,2.0,89.0,800.0,2.0,16.8,1005.6,9.0,0.0,WNW,1.6,1
2015,11,17,8,7.0,50.0,1900.0,4.0,3.9,1022.0,1.8,0.0,ENE,1.1,0
2016,2,22,16,4.0,8.0,300.0,89.0,7.1,1022.9,-19.5,0.0,WNW,5.8,11
2015,4,12,2,2.0,26.0,500.0,55.0,8.3,1018.3,6.4,0.0,NNW,0.6,4
2013,11,18,0,2.0,10.0,300.0,34.4862,2.6,1017.8,-11.0,0.0,NE,1.5,2
2015,4,8,15,15.0,18.0,700.0,128.0,12.9,1017.4,-0.1,0.0,SSW,3.7,9
2014,6,18,0,2.0,77.0,1100.0,27.0,19.9,997.4,18.7,0.0,ENE,1.1,11
2016,5,4,13,2.0,28.0,300.0,105.0,27.2,1000.6,-4.7,0.0,SSE,2.9,7
2015,8,29,11,2.0,24.0,600.0,129.0,27.9,1005.5,14.9,0.0,E,1.9,4
2013,4,1,16,19.0,18.0,800.0,99.0,16.1,1011.7,-11.5,0.0,NNE,3.3,11
2015,10,13,16,4.0,33.0,400.0,158.0,26.4,1010.0,3.0,0.0,SSW,1.3,5
2014,10,6,1,2.0,77.0,600.0,2.0,8.4,1021.3,5.1,0.0,N,0.0,0
2013,8,3,20,10.0,34.0,1100.0,188.0,28.0,999.1,21.3,0.0,SSW,1.2,7
2015,6,21,20,3.0,34.0,300.0,204.0,28.9,1001.6,13.2,0.0,S,1.8,0
2015,8,3,1,2.0,23.0,600.0,52.0,26.6,994.1,24.3,0.0,E,1.1,2
2016,10,21,18,2.0,77.0,900.0,2.0,10.1,1013.4,9.3,1.6,ENE,0.7,0
2015,12,30,9,6.0,37.0,600.0,28.0,2.1,1026.9,-10.1,0.0,WNW,3.4,4
2013,10,3,20,10.0,44.0,700.0,62.0,15.7,1013.2,13.9,0.0,E,1.4,9
2014,9,8,18,2.0,19.0,400.0,108.0,26.2,999.3,5.2,0.0,ESE,1.3,1
2013,6,21,10,9.0,57.0,700.0,66.0,29.7,1002.4,16.5,0.0,SSW,0.8,5
2014,3,6,7,22.0,58.0,600.0,23.0,0.5,1028.4,-22.5,0.0,NNE,2.2,9
2014,9,22,8,7.0,78.0,3100.0,3.0,20.7,1013.8,18.1,0.0,NE,1.2,0
2014,7,14,23,2.0,2.0,300.0,126.0,27.4,994.5,11.0,0.0,SE,1.0,2
2013,12,3,14,23.0,13.0,400.0,66.0,13.9,1011.9,-11.6,0.0,NW,3.9,2
2015,8,15,22,2.0,17.0,400.0,96.0,26.0,996.6,14.8,0.0,NW,1.8,1
2013,5,31,0,24.0,35.0,600.0,126.0,25.7,999.1,7.8,0.0,SW,1.5,7
2013,5,29,8,23.0,23.0,200.0,40.0,23.5,1002.5,2.9,0.0,NW,3.2,1
2016,5,7,5,2.0,61.0,200.0,6.0,17.3,1014.1,-7.3,0.0,WNW,1.7,9
2015,10,3,20,8.0,29.0,600.0,62.0,18.4,1012.1,8.9,0.0,NE,1.9,2
2016,10,8,2,2.0,13.0,300.0,47.0,14.0,1015.4,-2.5,0.0,WNW,3.0,11
2016,2,16,20,27.0,18.0,300.0,68.0,5.0,1020.3,-12.0,0.0,NE,2.2,0
2013,12,11,2,5.0,14.0,200.0,53.0,-0.4,1018.9,-17.6,0.0,NW,2.3,9
2013,10,16,16,9.0,27.0,500.0,61.0,18.6,1019.0,-3.6,0.0,S,1.5,7
2013,6,26,8,5.0,33.0,1399.0,7.0,23.4,989.5,20.7,0.0,NE,0.6,6
2014,3,27,16,47.0,93.0,1200.0,3.0,14.6,1004.2,5.7,0.0,NE,1.3,4
2017,1,20,23,21.0,89.0,100.0,7.0,-5.775,1025.5,-19.7,0.0,SW,1.1,7
2013,10,7,14,3.0,10.0,100.0,48.0,24.4,1012.8,1.9,0.0,ENE,2.3,6
2014,3,30,7,23.0,46.0,600.0,30.0,16.6,1007.5,-3.0,0.0,N,2.3,1
2016,1,9,9,31.0,71.0,3000.0,2.0,-6.4,1016.7,-15.1,0.0,WSW,0.6,1
2014,9,2,10,2.0,51.0,1200.0,56.0,20.2,1006.2,19.5,0.6,ENE,1.7,3
2014,4,20,5,2.0,28.0,500.0,25.0,6.7,1008.8,3.7,0.0,WNW,0.8,2
2016,3,26,22,3.0,35.0,400.0,51.0,13.0,1018.6,-11.5,0.0,W,1.9,8
2015,11,19,19,2.0,40.0,1000.0,2.0,2.5,1018.9,1.3,0.4,SSE,2.3,5
2013,10,15,3,1.0,21.0,300.0,32.0,1.7,1029.2,-0.9,0.0,WNW,0.8,3
2016,7,6,13,5.0,18.0,600.0,239.0,32.4,1003.8,17.8,0.0,SSE,2.7,5
2016,10,4,12,2.0,39.0,900.0,10.0,14.7,1007.1,13.1,0.2,N,2.2,5
2015,11,26,20,19.0,79.0,1600.0,8.0,-5.4,1025.7,-14.0,0.0,WSW,2.1,4
2016,8,15,13,2.0,3.0,500.0,61.0,26.3,999.7,18.4,0.0,WNW,2.4,6
2015,3,9,3,2.0,8.0,200.0,82.0,-0.1,1029.2,-26.2,0.0,N,5.1,11
2016,12,1,16,4.0,13.0,200.0,74.0,7.8,1029.4,-12.1,0.0,ENE,2.1,8
2014,8,8,14,8.0,13.0,800.0,218.0,32.1,1003.4,12.3,0.0,SW,2.9,9
2013,5,15,16,26.0,22.0,700.0,195.0,27.3,1010.3,5.5,0.0,SW,2.8,7
2014,3,29,16,5.0,23.0,200.0,102.0,22.8,1004.9,1.2,0.0,NE,3.3,4
2013,8,23,9,8.0,60.0,1200.0,5.0,27.9,1006.5,21.0,0.0,N,1.4,7
2014,10,6,22,8.0,119.0,800.0,2.0,11.8,1015.1,9.0,0.0,S,0.0,0
2016,3,14,2,33.0,62.0,900.0,35.0,5.7,1020.3,-14.4,0.0,W,2.1,7
2016,1,15,7,6.0,45.0,1300.0,2.0,-10.6,1009.0,-15.2,0.0,SSW,1.3,6
2014,8,24,11,2.0,12.0,400.0,90.0,30.0,997.9,12.9,0.0,SSE,1.2,6
2016,1,9,22,21.0,59.0,1700.0,2.0,-4.9,1016.5,-14.2,0.0,NE,2.2,6
2014,10,28,21,15.0,98.0,1000.0,3.0,10.5,1017.6,4.6,0.0,N,0.0,5
2016,5,20,7,2.0,32.0,700.0,58.0,17.6,1007.0,10.5,0.0,NW,1.7,2
2013,6,4,16,3.0,21.0,1200.0,63.0,19.2,1007.8,16.6,0.0,ESE,1.7,8
2014,12,25,14,17.0,9.0,100.0,74.0,7.7,1031.0,-14.5,0.0,W,2.5,2
2013,8,30,7,2.0,40.0,300.0,11.0,20.8,1008.3,12.7,0.0,N,1.8,0
2017,1,20,3,6.0,20.0,600.0,56.0,-6.775,1031.5,-22.9,0.0,NE,4.3,10
2015,9,5,0,2.0,16.0,800.0,77.0,18.6,1006.8,18.1,3.2,ESE,2.7,3
2016,5,3,0,2.0,2.0,100.0,54.0,11.6,997.6,7.1,0.0,NE,0.9,2
2016,3,25,1,2.0,8.0,300.0,66.0,8.5,1021.0,-13.9,0.0,NE,3.2,6
2015,1,10,21,23.0,44.0,1200.0,36.0,7.0,1015.0,-16.5,0.0,NE,1.8,1
2016,6,3,2,3.0,14.0,600.0,121.0,20.1,997.8,8.7,0.0,NE,0.5,2
2013,11,17,19,4.0,6.0,300.0,67.9014,5.2,1017.6,-14.3,0.0,N,1.2,6
2015,6,29,15,2.0,12.0,500.0,63.0,22.1,996.5,18.9,0.0,SSW,3.3,1
2016,6,3,8,26.0,108.0,1800.0,25.0,23.1,1003.1,11.5,0.0,ENE,1.1,11
2013,7,25,22,7.0,57.0,2000.0,122.0,28.5,995.0,21.5,0.0,S,0.7,5
2013,3,30,21,20.0,46.0,1000.0,52.0,6.0,1014.4,0.3,0.0,SE,2.2,1
2013,3,3,23,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,NNW,1.7,0
2016,2,25,8,7.0,56.0,1000.0,15.0,-1.7,1030.5,-15.5,0.0,WSW,1.2,0
2016,8,12,13,2.0,28.0,1100.0,70.0,25.7,1001.8,24.3,12.1,ESE,1.8,3
2015,9,10,9,2.0,38.0,500.0,6.0,18.1,1017.9,12.5,0.0,N,2.5,3
2016,5,26,10,2.0,13.0,200.0,95.0,24.5,1007.0,0.7,0.0,WNW,4.3,8
2014,7,23,7,24.0,7.0,500.0,67.0,25.8,996.8,15.8,0.0,NW,0.6,2
2014,5,12,8,2.0,83.0,2100.0,6.0,24.4,996.0,4.7,0.0,W,3.5,11
2015,12,15,22,3.0,7.0,200.0,44.0,-1.6,1024.9,-15.1,0.0,NW,4.2,4
2016,8,8,22,4.0,39.0,1300.0,138.0,26.8,1003.7,19.2,0.0,SSW,1.1,10
2016,5,25,12,2.0,13.0,300.0,116.0,24.9,1003.0,4.1,0.0,WNW,3.1,11
2015,4,1,19,4.0,32.0,500.0,77.0,10.4,1011.5,0.7,0.0,SE,0.9,4
